Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
alovoa,com.nonononoki.alovoa.service,UserService,upvoteVerificationPicture,Long Statement,The length of the statement "if (user.getVerificationPicture().getUserYes().contains(currentUser) || user.getVerificationPicture().getUserNo().contains(currentUser)) {" is 138.,1153
alovoa,com.nonononoki.alovoa.service,UserService,downvoteVerificationPicture,Long Statement,The length of the statement "if (user.getVerificationPicture().getUserYes().contains(currentUser) || user.getVerificationPicture().getUserNo().contains(currentUser)) {" is 138.,1173
alovoa,com.nonononoki.alovoa.service,DonateService,filter,Long Statement,The length of the statement "donationsToDtos=DonationDto.donationsToDtos(userDonationRepo.findTop20ByUserDatesDateOfBirthGreaterThanEqualAndUserDatesDateOfBirthLessThanEqualOrderByDateDesc(minDate`maxDate)`user`userService`textEncryptor`maxEntries);" is 220.,68
alovoa,com.nonononoki.alovoa.service,DonateService,filter,Long Statement,The length of the statement "donationsToDtos=DonationDto.usersToDtos(userRepo.usersDonate(minDate`maxDate)`user`userService`textEncryptor`maxEntries);" is 121.,68
alovoa,com.nonononoki.alovoa.service,DonateService,donationReceivedKofi,Complex Conditional,The conditional expression profile.equals(Tools.PROD) && (KOFI_TEST_TRANSACTION_ID.equals(donation.getKofi_transaction_id()) || donation.getEmail() != null && KOFI_TEST_EMAIL.equalsIgnoreCase(donation.getEmail())) is complex.,107
alovoa,com.nonononoki.alovoa.service,DonateService,donationReceivedKofi,Long Statement,The length of the statement "if (profile.equals(Tools.PROD) && (KOFI_TEST_TRANSACTION_ID.equals(donation.getKofi_transaction_id()) || donation.getEmail() != null && KOFI_TEST_EMAIL.equalsIgnoreCase(donation.getEmail()))) {" is 193.,107
alovoa,com.nonononoki.alovoa.service,MailService,sendMailWithAttachment,Long Parameter List,The method has 6 parameters. ,80
alovoa,com.nonononoki.alovoa.service,MailService,sendRegistrationMail,Long Statement,The length of the statement "String body=messageSource.getMessage("backend.mail.register.body"`new String[]{user.getFirstName()`appName`appDomain`user.getRegisterToken().getContent()}`""`locale);" is 166.,107
alovoa,com.nonononoki.alovoa.service,MailService,sendPasswordResetMail,Long Statement,The length of the statement "String body=messageSource.getMessage("backend.mail.password-reset.body"`new String[]{user.getFirstName()`appName`appDomain`user.getPasswordToken().getContent()}`locale);" is 169.,117
alovoa,com.nonononoki.alovoa.service,MailService,sendAccountDeleteRequest,Long Statement,The length of the statement "String body=messageSource.getMessage("backend.mail.account-delete-request.body"`new String[]{user.getFirstName()`appName`appDomain`user.getDeleteToken().getContent()}`""`locale);" is 178.,126
alovoa,com.nonononoki.alovoa.service,MailService,sendAccountDeleteConfirm,Long Statement,The length of the statement "String body=messageSource.getMessage("backend.mail.account-delete-confirm.body"`new String[]{user.getFirstName()`appName}`locale);" is 130.,136
alovoa,com.nonononoki.alovoa.service,MailService,sendAccountConfirmed,Long Statement,The length of the statement "String body=messageSource.getMessage("backend.mail.account-confirmed.body"`new String[]{user.getFirstName()`appName`appDomain}`""`locale);" is 138.,145
alovoa,com.nonononoki.alovoa.service,NotificationService,send,Long Statement,The length of the statement "Notification notification=new Notification(uwp.getEndPoint()`uwp.getPublicKey()`uwp.getAuth()`objectMapper.writeValueAsBytes(message));" is 135.,132
alovoa,com.nonononoki.alovoa.service,SearchService,search,Complex Conditional,The conditional expression !latitude.equals(user.getLocationLatitude()) || !longitude.equals(user.getLocationLongitude()) || user.getCountry() == null is complex.,92
alovoa,com.nonononoki.alovoa.service,SearchService,search,Complex Method,Cyclomatic complexity of the method is 19,92
alovoa,com.nonononoki.alovoa.service,SearchService,search,Magic Number,The method contains a magic number: 180.0,92
alovoa,com.nonononoki.alovoa.service,SearchService,search,Magic Number,The method contains a magic number: 180.0,92
alovoa,com.nonononoki.alovoa.service,SearchService,search,Magic Number,The method contains a magic number: 180.0,92
alovoa,com.nonononoki.alovoa.service,SearchService,search,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2662d908,92
alovoa,com.nonononoki.alovoa.service,SearchService,searchResultstoUserDto,Long Statement,The length of the statement "userDtos=userDtos.stream().filter(f -> f.getCommonInterests().size() > 0).sorted(comparatorCommonInterest.reversed().thenComparing(Comparator.comparing(UserDto::getDistanceToUser).reversed())).collect(Collectors.toList());" is 222.,303
alovoa,com.nonononoki.alovoa.service,MessageService,updateCheckedDate,Long Statement,The length of the statement "ConversationCheckedDate convoCheckedDate=c.getCheckedDates().stream().filter(d -> d.getUserId().equals(user.getId())).findAny().orElse(null);" is 141.,171
alovoa,com.nonononoki.alovoa.config,SecurityConfig,filterChain,Long Statement,The length of the statement "http.authorizeHttpRequests().requestMatchers("/admin").hasAnyAuthority(ROLE_ADMIN).requestMatchers("/admin/**").hasAnyAuthority(ROLE_ADMIN).requestMatchers("/css/**").permitAll().requestMatchers("/js/**").permitAll().requestMatchers("/img/**").permitAll().requestMatchers("/font/**").permitAll().requestMatchers("/json/**").permitAll().requestMatchers("/oauth2/**").permitAll().requestMatchers("/").permitAll().requestMatchers("/login/**").permitAll().requestMatchers("/terms-conditions").permitAll().requestMatchers("/imprint").permitAll().requestMatchers("/imprint/*").permitAll().requestMatchers("/privacy").permitAll().requestMatchers("/faq").permitAll().requestMatchers("/tos").permitAll().requestMatchers("/register").permitAll().requestMatchers("/register/**").permitAll().requestMatchers("/captcha/**").permitAll().requestMatchers("/donate-list").permitAll().requestMatchers("/donate/received/**").permitAll().requestMatchers("/password/**").permitAll().requestMatchers("/favicon.ico").permitAll().requestMatchers("/sw.js").permitAll().requestMatchers("/robots.txt").permitAll().requestMatchers("/.well-known/assetlinks.json").permitAll().requestMatchers("/text/*").permitAll().requestMatchers("/manifest/**").permitAll().requestMatchers("/fonts/**").permitAll().requestMatchers("/error").permitAll().anyRequest().authenticated().and().formLogin().loginPage("/login").and().logout().deleteCookies(COOKIE_SESSION`COOKIE_REMEMBER).logoutUrl("/logout").logoutSuccessUrl("/?logout").and().oauth2Login().loginPage("/login").defaultSuccessUrl("/login/oauth2/success").and().addFilterBefore(authenticationFilter()`UsernamePasswordAuthenticationFilter.class).rememberMe().rememberMeServices(oAuthRememberMeServices()).key(rememberKey);" is 1735.,79
alovoa,com.nonononoki.alovoa.config,SecurityConfig,filterChain,Long Statement,The length of the statement "http.sessionManagement().maximumSessions(10).expiredSessionStrategy(getSessionInformationExpiredStrategy()).sessionRegistry(sessionRegistry());" is 143.,79
alovoa,com.nonononoki.alovoa.config,SecurityConfig,filterChain,Magic Number,The method contains a magic number: 10,79
alovoa,com.nonononoki.alovoa.config,SecurityConfig,oAuthRememberMeServices,Long Statement,The length of the statement "CustomTokenBasedRememberMeServices rememberMeService=new CustomTokenBasedRememberMeServices(rememberKey`customUserDetailsService);" is 130.,165
alovoa,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultUserMiscInfo,Long Statement,The length of the statement "userMiscInfoRepo.saveAllAndFlush(Arrays.asList(drugsTobaccoInfo`drugsAlcoholInfo`drugsCannabisInfo`drugsOtherInfo`relationshipSingleInfo`relationshipTakenInfo`relationshipOpenInfo`relationshipOtherInfo`kidsNoInfo`kidsYesInfo));" is 227.,85
alovoa,com.nonononoki.alovoa.config,EventListenerConfig,removeInvalidUsers,Long Statement,The length of the statement "UserDeleteParams userDeleteParam=UserDeleteParams.builder().conversationRepo(conversationRepo).userBlockRepo(userBlockRepo).userHideRepo(userHideRepo).userLikeRepo(userLikeRepo).userNotificationRepo(userNotificationRepo).userRepo(userRepo).userReportRepo(userReportRepo).build();" is 279.,199
alovoa,com.nonononoki.alovoa.entity,User,setPreferedMinAge,Empty catch clause,The method has an empty catch block.,235
alovoa,com.nonononoki.alovoa.entity,User,setPreferedMaxAge,Empty catch clause,The method has an empty catch block.,250
alovoa,com.nonononoki.alovoa.component,SuccessHandler,onAuthenticationSuccess,Long Statement,The length of the statement "String redirectUrl=new String(Base64.getDecoder().decode((String)request.getSession().getAttribute(AuthFilter.REDIRECT_URL))`StandardCharsets.UTF_8);" is 149.,44
alovoa,com.nonononoki.alovoa.component,SuccessHandler,onAuthenticationSuccess,Long Statement,The length of the statement "AuthParams authParams=new AuthParams(securityConfig`httpSession.getId()`user.getEmail()`user.getFirstName()`page`user.getPassword());" is 133.,44
alovoa,com.nonononoki.alovoa.component,AuthProvider,authenticate,Complex Method,Cyclomatic complexity of the method is 9,44
alovoa,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,onLoginSuccess,Magic Number,The method contains a magic number: 1000L,35
alovoa,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookieData,Magic Number,The method contains a magic number: 1000L,90
alovoa,com.nonononoki.alovoa.model,NotificationDto,notificationToNotificationDto,Long Statement,The length of the statement "dto.setUserFromDto(UserDto.userToUserDto(n.getUserFrom()`currentUser`userService`textEncryptor`UserDto.PROFILE_PICTURE_ONLY));" is 126.,27
alovoa,com.nonononoki.alovoa.model,DonationDto,donationToDto,Long Parameter List,The method has 5 parameters. ,39
alovoa,com.nonononoki.alovoa.model,DonationDto,userToDto,Long Parameter List,The method has 5 parameters. ,61
alovoa,com.nonononoki.alovoa.model,DonationDto,donationsToDtos,Long Parameter List,The method has 5 parameters. ,71
alovoa,com.nonononoki.alovoa.model,DonationDto,usersToDtos,Long Parameter List,The method has 5 parameters. ,88
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Complex Conditional,The conditional expression (mode != NO_AUDIO && mode != PROFILE_PICTURE_ONLY && mode != NO_MEDIA) && user.getAudio() != null is complex.,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Complex Method,Cyclomatic complexity of the method is 23,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Long Method,The method has 101 lines of code.,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Long Parameter List,The method has 5 parameters. ,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Long Statement,The length of the statement "dto.blockedByCurrentUser=currentUser.getBlockedUsers().stream().anyMatch(o -> o.getUserTo().getId().equals(user.getId()));" is 122.,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Magic Number,The method contains a magic number: 2,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Magic Number,The method contains a magic number: 3,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Magic Number,The method contains a magic number: 4,87
alovoa,com.nonononoki.alovoa.model,UserDto,userToUserDto,Magic Number,The method contains a magic number: 99999,87
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 12 && day >= 22 && day <= 31) || (month == 1 && day >= 1 && day <= 19) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 1 && day >= 20 && day <= 31) || (month == 2 && day >= 1 && day <= 17) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 2 && day >= 18 && day <= 29) || (month == 3 && day >= 1 && day <= 19) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 3 && day >= 20 && day <= 31) || (month == 4 && day >= 1 && day <= 19) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 4 && day >= 20 && day <= 30) || (month == 5 && day >= 1 && day <= 20) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 5 && day >= 21 && day <= 31) || (month == 6 && day >= 1 && day <= 20) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 6 && day >= 21 && day <= 30) || (month == 7 && day >= 1 && day <= 22) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 7 && day >= 23 && day <= 31) || (month == 8 && day >= 1 && day <= 22) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 8 && day >= 23 && day <= 31) || (month == 9 && day >= 1 && day <= 22) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 9 && day >= 23 && day <= 30) || (month == 10 && day >= 1 && day <= 22) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 10 && day >= 23 && day <= 31) || (month == 11 && day >= 1 && day <= 21) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Conditional,The conditional expression (month == 11 && day >= 22 && day <= 30) || (month == 12 && day >= 1 && day <= 21) is complex.,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Complex Method,Cyclomatic complexity of the method is 13,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 12,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 19,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 20,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 2,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 17,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 2,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 18,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 29,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 3,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 19,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 3,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 20,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 4,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 19,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 4,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 20,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 30,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 5,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 20,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 5,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 21,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 6,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 20,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 6,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 21,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 30,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 7,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 7,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 23,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 8,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 8,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 23,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 9,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 9,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 23,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 30,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 10,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 10,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 23,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 31,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 11,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 21,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 11,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 22,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 30,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 12,223
alovoa,com.nonononoki.alovoa.model,UserDto,getUserZodiac,Magic Number,The method contains a magic number: 21,223
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,OxCaptcha,Magic Number,The method contains a magic number: 40,51
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,setFont,Magic Number,The method contains a magic number: 40,75
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 5,103
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.05,119
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.75,119
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.05,123
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.75,123
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.05,127
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Magic Number,The method contains a magic number: 0.75,127
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Long Parameter List,The method has 5 parameters. ,142
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Long Parameter List,The method has 5 parameters. ,153
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,text,Long Parameter List,The method has 5 parameters. ,161
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,textCentered,Magic Number,The method contains a magic number: 2,263
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,textCentered,Magic Number,The method contains a magic number: 2,263
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blur,Magic Number,The method contains a magic number: 3,321
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gbConvolve,Magic Number,The method contains a magic number: 2,339
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,gbConvolve,Magic Number,The method contains a magic number: 2.0f,339
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian,Magic Number,The method contains a magic number: 2,367
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 16f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 8f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 16f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 8f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 4f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 8f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 16f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 8f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 16f,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 3,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,Magic Number,The method contains a magic number: 3,384
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Long Statement,The length of the statement "float[] k=new float[]{1f / 273f`4f / 273f`7f / 273f`4f / 273f`1f / 273f`4f / 273f`16f / 273f`26f / 273f`16f / 273f`4f / 273f`7f / 273f`26f / 273f`41f / 273f`26f / 273f`7f / 273f`4f / 273f`16f / 273f`26f / 273f`16f / 273f`4f / 273f`1f / 273f`4f / 273f`7f / 273f`4f / 273f`1f / 273f};" is 282.,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 7f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 16f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 26f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 16f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 7f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 26f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 41f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 26f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 7f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 16f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 26f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 16f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 4f,396
alovoa,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,Magic Number,The method contains a magic number: 273f,396
